episode_id,condition,target_side,chunk_index,start,stop,executed_steps,progress,num_seeds,energy_left_mean,energy_right_mean,local_margin_left_minus_right_mean,local_margin_seed_sd,right_support_rate,mean_sign_seed_agreement,true_target_seed_support_rate,flat_cumulative_margin,flat_cumulative_score,linear_cumulative_score,exponential_cumulative_score
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,3,48,64,16,0.5517241379310345,10,0.20510667860507964,0.21837107539176942,-0.013264396786689758,0.005753461433088167,0.0,1.0,0.0,-0.09194141328334808,-0.02298535332083702,-0.01969269147286048,-0.012922857977599699
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,4,64,80,16,0.6896551724137931,10,0.2193509444594383,0.21735286414623262,0.001998080313205719,0.00324805567427856,0.7,0.7,0.7,-0.08994333297014236,-0.017988666594028473,-0.016800588568051656,-0.011693167478346663
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,5,80,96,16,0.8275862068965517,10,0.2245597794651985,0.2273070439696312,-0.002747264504432678,0.0019398094786848166,0.0,1.0,0.0,-0.09269059747457503,-0.015448432912429172,-0.015523013653177202,-0.011213615672351181
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,6,96,112,16,0.9655172413793104,10,0.20115624219179154,0.21074546426534652,-0.009589222073554993,0.002442244935907655,0.0,1.0,0.0,-0.10227981954813002,-0.014611402792590003,-0.015183939848627362,-0.01115589527254146
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,7,112,116,4,1.0,10,0.2234206885099411,0.24191465228796005,-0.01849396377801895,0.005130310838743648,0.0,1.0,0.0,-0.12077378332614896,-0.01509672291576862,-0.015275884957777128,-0.0113308318322678
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,0,0,16,16,0.125,10,0.36830111742019656,0.35885555744171144,0.009445559978485108,0.021196683674836084,0.6,0.6,0.6,0.009445559978485108,0.009445559978485108,0.009445559978485108,0.009445559978485108
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,1,16,32,16,0.25,10,0.18931303918361664,0.22865770757198334,-0.0393446683883667,0.01878487640132019,0.0,1.0,0.0,-0.02989910840988159,-0.014949554204940796,-0.013323213259379069,-0.010428329631202033
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,2,32,48,16,0.375,10,0.22301862239837647,0.273088213801384,-0.050069591403007506,0.008750239612125966,0.0,1.0,0.0,-0.0799686998128891,-0.02665623327096303,-0.023822178443272907,-0.01909878808854284
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,3,48,64,16,0.5,10,0.2227822259068489,0.2594116985797882,-0.0366294726729393,0.007382986535300743,0.0,1.0,0.0,-0.11659817248582839,-0.029149543121457098,-0.026285119641285676,-0.021389719535073636
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,4,64,80,16,0.625,10,0.24460044205188752,0.27239246368408204,-0.02779202163219452,0.0048315146266987305,0.0,1.0,0.0,-0.1443901941180229,-0.02887803882360458,-0.02648603990674019,-0.02191735726862212
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,5,80,96,16,0.75,10,0.2458901062607765,0.28474685102701186,-0.03885674476623535,0.007907115421355098,0.0,1.0,0.0,-0.18324693888425825,-0.030541156480709708,-0.027610649439421566,-0.02282540577871943
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,6,96,112,16,0.875,10,0.23957311660051345,0.24548219740390778,-0.005909080803394318,0.001474696819499792,0.0,1.0,0.0,-0.18915601968765255,-0.02702228852680751,-0.02637055980307715,-0.022224309442455514
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,7,112,128,16,1.0,10,0.2416451692581177,0.2462325230240822,-0.004587353765964508,0.0007354795370278046,0.0,1.0,0.0,-0.19374337345361706,-0.024217921681702132,-0.02576547074649069,-0.021803851613833688
